Date,Open,High,Low,Close,Adj Close,Volume
1994-01-19,1113.390015,1113.390015,1081.040039,1081.780029,1081.780029,0
1994-01-20,1080.790039,1080.790039,1045.979980,1053.209961,1053.209961,0
1994-01-21,1054.359985,1078.729980,1053.109985,1063.760010,1063.760010,0
1994-01-24,1067.890015,1081.339966,1064.550049,1064.550049,1064.550049,0
1994-01-25,1061.410034,1061.410034,1011.799988,1011.799988,1011.799988,0
1994-01-26,1006.190002,1029.310059,967.919983,1029.310059,1029.310059,0
1994-01-27,1034.939941,1074.239990,1030.699951,1074.239990,1074.239990,0
1994-01-28,1081.810059,1095.500000,1075.560059,1090.060059,1090.060059,0
1994-01-31,1092.530029,1109.140015,1091.359985,1106.989990,1106.989990,0
1994-02-01,null,null,null,null,null,null
1994-02-02,1114.319946,1151.630005,1114.319946,1148.040039,1148.040039,0
1994-02-03,1151.640015,1158.130005,1150.209961,1150.209961,1150.209961,0
1994-02-04,1155.150024,1155.150024,1143.880005,1147.319946,1147.319946,0
1994-02-07,1132.680054,1132.680054,1091.050049,1094.020020,1094.020020,0
1994-02-08,1100.020020,1117.420044,1100.020020,1108.719971,1108.719971,0
1994-02-09,null,null,null,null,null,null
1994-02-10,null,null,null,null,null,null
1994-02-11,null,null,null,null,null,null
1994-02-14,1110.119995,1110.119995,1092.040039,1093.300049,1093.300049,0
1994-02-15,1092.979980,1092.979980,1083.069946,1087.209961,1087.209961,0
1994-02-16,1094.609985,1099.780029,1081.130005,1081.130005,1081.130005,0
1994-02-17,1080.609985,1085.010010,1072.140015,1072.140015,1072.140015,0
1994-02-18,1070.869995,1091.579956,1065.010010,1086.729980,1086.729980,0
1994-02-21,1086.430054,1092.849976,1085.630005,1086.910034,1086.910034,0
1994-02-22,1094.119995,1115.790039,1094.119995,1104.449951,1104.449951,0
1994-02-23,1109.180054,1141.050049,1109.180054,1141.050049,1141.050049,0
1994-02-24,1150.900024,1157.060059,1144.390015,1146.410034,1146.410034,0
1994-02-25,1138.150024,1138.150024,1114.189941,1124.109985,1124.109985,0
1994-02-28,1127.479980,1131.140015,1121.199951,1125.630005,1125.630005,0
1994-03-01,1124.959961,1125.630005,1110.449951,1113.410034,1113.410034,0
1994-03-02,1109.660034,1109.660034,1086.250000,1086.250000,1086.250000,0
1994-03-03,1089.479980,1096.439941,1067.979980,1070.579956,1070.579956,0
1994-03-04,1070.959961,1074.969971,1059.300049,1064.339966,1064.339966,0
1994-03-07,1067.770020,1072.469971,1045.719971,1045.719971,1045.719971,0
1994-03-08,1047.689941,1056.300049,1035.619995,1056.300049,1056.300049,0
1994-03-09,1063.140015,1070.109985,1046.979980,1056.430054,1056.430054,0
1994-03-10,1054.709961,1054.709961,1043.439941,1046.000000,1046.000000,0
1994-03-11,1043.770020,1050.150024,1040.560059,1046.479980,1046.479980,0
1994-03-14,null,null,null,null,null,null
1994-03-15,null,null,null,null,null,null
1994-03-16,null,null,null,null,null,null
1994-03-17,1046.640015,1046.640015,1027.199951,1027.199951,1027.199951,0
1994-03-18,1028.400024,1028.400024,996.619995,1007.059998,1007.059998,0
1994-03-21,1005.510010,1005.510010,954.179993,954.179993,954.179993,0
1994-03-22,947.169983,970.669983,936.799988,967.479980,967.479980,0
1994-03-23,971.719971,999.950012,971.719971,999.950012,999.950012,0
1994-03-24,1005.820007,1005.820007,979.940002,983.520020,983.520020,0
1994-03-25,971.229980,977.799988,966.200012,970.099976,970.099976,0
1994-03-28,964.400024,964.400024,942.349976,951.429993,951.429993,0
1994-03-29,950.880005,961.780029,949.719971,961.780029,961.780029,0
1994-03-30,959.320007,974.599976,958.530029,966.770020,966.770020,0
1994-03-31,964.030029,964.030029,952.719971,952.719971,952.719971,0
1994-04-01,954.489990,959.940002,954.489990,959.940002,959.940002,0
1994-04-04,958.679993,958.679993,928.330017,928.330017,928.330017,0
1994-04-05,928.190002,939.309998,920.280029,939.309998,939.309998,0
1994-04-06,953.830017,971.250000,953.830017,964.510010,964.510010,0
1994-04-07,968.479980,968.719971,958.789978,966.179993,966.179993,0
1994-04-08,966.690002,970.250000,961.950012,961.950012,961.950012,0
1994-04-11,961.869995,974.640015,955.679993,973.340027,973.340027,0
1994-04-12,981.140015,1025.420044,981.140015,1024.819946,1024.819946,0
1994-04-13,1026.400024,1045.239990,1026.400024,1029.449951,1029.449951,0
1994-04-14,1028.530029,1028.530029,1014.729980,1021.299988,1021.299988,0
1994-04-15,1020.520020,1033.660034,1020.409973,1033.660034,1033.660034,0
1994-04-18,1037.619995,1050.260010,1037.619995,1050.260010,1050.260010,0
1994-04-19,1047.300049,1047.300049,1034.010010,1036.040039,1036.040039,0
1994-04-20,1037.390015,1040.189941,1032.140015,1039.660034,1039.660034,0
1994-04-21,1036.739990,1037.900024,1028.910034,1028.910034,1028.910034,0
1994-04-22,1033.739990,1043.439941,1033.739990,1038.869995,1038.869995,0
1994-04-25,1043.609985,1061.410034,1043.609985,1059.520020,1059.520020,0
1994-04-26,1065.000000,1067.750000,1053.469971,1053.469971,1053.469971,0
1994-04-27,1051.650024,1055.540039,1050.640015,1053.349976,1053.349976,0
1994-04-28,1051.670044,1058.410034,1051.670044,1055.339966,1055.339966,0
1994-04-29,1053.640015,1054.500000,1043.119995,1054.500000,1054.500000,0
1994-05-02,null,null,null,null,null,null
1994-05-03,1054.130005,1054.130005,1041.660034,1042.020020,1042.020020,0
1994-05-04,1040.439941,1040.439941,1023.520020,1028.250000,1028.250000,0
1994-05-05,1025.660034,1025.660034,1002.750000,1007.010010,1007.010010,0
1994-05-06,1007.659973,1011.570007,999.599976,1011.570007,1011.570007,0
1994-05-09,1009.580017,1009.580017,990.630005,990.630005,990.630005,0
1994-05-10,986.599976,999.479980,983.450012,999.479980,999.479980,0
1994-05-11,1003.969971,1023.299988,1003.969971,1008.669983,1008.669983,0
1994-05-12,1005.419983,1005.590027,995.020020,996.919983,996.919983,0
1994-05-13,996.950012,1007.299988,994.960022,1004.549988,1004.549988,0
1994-05-16,1005.239990,1005.239990,997.840027,997.840027,997.840027,0
1994-05-17,997.940002,997.940002,991.960022,991.960022,991.960022,0
1994-05-18,995.349976,1010.270020,995.349976,1010.270020,1010.270020,0
1994-05-19,1010.799988,1010.799988,1000.500000,1002.979980,1002.979980,0
1994-05-20,1003.500000,1003.500000,993.940002,1001.159973,1001.159973,0
1994-05-23,1000.169983,1001.799988,998.000000,999.099976,999.099976,0
1994-05-24,997.710022,997.710022,984.890015,987.260010,987.260010,0
1994-05-25,null,null,null,null,null,null
1994-05-26,986.880005,1000.849976,986.250000,997.049988,997.049988,0
1994-05-27,999.190002,1005.489990,999.190002,1000.109985,1000.109985,0
1994-05-30,1000.650024,1003.590027,995.469971,996.109985,996.109985,0
1994-05-31,996.679993,997.969971,991.859985,993.729980,993.729980,0
1994-06-01,991.599976,992.090027,976.260010,982.799988,982.799988,0
1994-06-02,981.119995,981.119995,953.099976,955.440002,955.440002,0
1994-06-03,957.510010,965.489990,948.349976,965.489990,965.489990,0
1994-06-06,966.719971,974.450012,962.280029,970.059998,970.059998,0
1994-06-07,969.479980,979.479980,969.479980,972.419983,972.419983,0
1994-06-08,972.190002,975.460022,968.380005,969.309998,969.309998,0
1994-06-09,970.059998,981.719971,964.849976,981.719971,981.719971,0
1994-06-10,983.789978,1016.979980,983.789978,1016.979980,1016.979980,0
1994-06-13,1024.680054,1033.310059,1016.729980,1017.929993,1017.929993,0
1994-06-14,1017.590027,1017.590027,1006.900024,1013.489990,1013.489990,0
1994-06-15,1015.809998,1030.060059,1015.070007,1028.949951,1028.949951,0
1994-06-16,1028.689941,1033.979980,1024.989990,1032.390015,1032.390015,0
1994-06-17,1032.729980,1038.040039,1031.109985,1038.040039,1038.040039,0
1994-06-20,1040.479980,1041.930054,1029.459961,1035.459961,1035.459961,0
1994-06-21,1030.369995,1030.369995,1011.359985,1011.460022,1011.460022,0
1994-06-22,1005.659973,1015.429993,995.789978,1015.429993,1015.429993,0
1994-06-23,1017.270020,1017.270020,1003.500000,1003.500000,1003.500000,0
1994-06-24,1000.979980,1021.119995,1000.979980,1015.030029,1015.030029,0
1994-06-27,1003.010010,1003.520020,996.900024,1003.520020,1003.520020,0
1994-06-28,1008.590027,1009.539978,1004.500000,1006.919983,1006.919983,0
1994-06-29,1005.549988,1010.109985,1002.690002,1010.109985,1010.109985,0
1994-06-30,1009.599976,1012.070007,1009.599976,1011.580017,1011.580017,0
1994-07-01,1008.429993,1008.429993,1003.760010,1003.760010,1003.760010,0
1994-07-04,1004.090027,1008.390015,999.559998,999.559998,999.559998,0
1994-07-05,999.330017,1004.059998,999.299988,1004.059998,1004.059998,0
1994-07-06,1004.380005,1004.380005,994.880005,995.359985,995.359985,0
1994-07-07,994.659973,994.659973,981.369995,981.369995,981.369995,0
1994-07-08,980.280029,987.780029,975.710022,987.780029,987.780029,0
1994-07-11,989.219971,994.049988,986.609985,988.880005,988.880005,0
1994-07-12,986.400024,987.190002,984.260010,985.619995,985.619995,0
1994-07-13,986.549988,991.070007,984.250000,989.570007,989.570007,0
1994-07-14,990.900024,1010.799988,990.900024,1010.799988,1010.799988,0
1994-07-15,1014.409973,1014.409973,1008.090027,1012.109985,1012.109985,0
1994-07-18,1013.450012,1014.049988,1005.049988,1005.049988,1005.049988,0
1994-07-19,1006.849976,1006.849976,998.950012,999.200012,999.200012,0
1994-07-20,998.559998,1010.140015,997.349976,1009.719971,1009.719971,0
1994-07-21,1010.760010,1010.760010,996.359985,996.359985,996.359985,0
1994-07-22,997.260010,1003.250000,997.260010,1000.460022,1000.460022,0
1994-07-25,1002.960022,1005.169983,1001.510010,1004.380005,1004.380005,0
1994-07-26,1004.270020,1009.190002,1003.780029,1008.309998,1008.309998,0
1994-07-27,1009.750000,1020.190002,1009.750000,1020.190002,1020.190002,0
1994-07-28,1021.500000,1026.939941,1019.700012,1026.300049,1026.300049,0
1994-07-29,1027.670044,1027.900024,1024.560059,1027.510010,1027.510010,0
1994-08-01,1029.579956,1056.349976,1029.579956,1056.339966,1056.339966,0
1994-08-02,1061.560059,1077.260010,1061.560059,1075.189941,1075.189941,0
1994-08-03,1075.800049,1079.300049,1067.250000,1079.060059,1079.060059,0
1994-08-04,1079.859985,1086.800049,1075.239990,1086.800049,1086.800049,0
1994-08-05,1083.489990,1089.819946,1080.719971,1089.150024,1089.150024,0
1994-08-08,1090.589966,1090.589966,1075.829956,1076.339966,1076.339966,0
1994-08-09,1075.060059,1077.949951,1070.839966,1073.589966,1073.589966,0
1994-08-10,1075.170044,1092.800049,1075.170044,1092.800049,1092.800049,0
1994-08-11,1093.689941,1111.479980,1093.689941,1111.479980,1111.479980,0
1994-08-12,1114.140015,1116.119995,1105.290039,1105.290039,1105.290039,0
1994-08-15,1105.109985,1109.469971,1092.800049,1092.800049,1092.800049,0
1994-08-16,1094.040039,1108.469971,1094.040039,1108.180054,1108.180054,0
1994-08-17,1114.949951,1127.280029,1114.949951,1126.140015,1126.140015,0
1994-08-18,1129.030029,1138.189941,1129.030029,1136.339966,1136.339966,0
1994-08-19,1132.239990,1140.699951,1129.449951,1140.699951,1140.699951,0
1994-08-22,1145.770020,1154.910034,1145.770020,1150.199951,1150.199951,0
1994-08-23,1150.739990,1150.739990,1142.180054,1146.349976,1146.349976,0
1994-08-24,1147.900024,1153.520020,1138.000000,1141.569946,1141.569946,0
1994-08-25,1147.849976,1150.390015,1136.140015,1136.140015,1136.140015,0
1994-08-26,1135.089966,1137.839966,1103.829956,1111.780029,1111.780029,0
1994-08-29,1116.310059,1123.989990,1116.069946,1120.369995,1120.369995,0
1994-08-30,1119.750000,1130.010010,1112.949951,1130.010010,1130.010010,0
1994-08-31,null,null,null,null,null,null
1994-09-01,1135.199951,1157.109985,1135.199951,1156.339966,1156.339966,0
1994-09-02,1157.680054,1160.880005,1157.540039,1160.880005,1160.880005,0
1994-09-05,1161.839966,1162.510010,1155.819946,1159.510010,1159.510010,0
1994-09-06,1160.300049,1172.469971,1157.979980,1172.239990,1172.239990,0
1994-09-07,1176.270020,1181.300049,1163.150024,1163.150024,1163.150024,0
1994-09-08,1165.339966,1181.170044,1165.339966,1181.170044,1181.170044,0
1994-09-09,1184.140015,1187.969971,1173.300049,1181.660034,1181.660034,0
1994-09-12,1182.410034,1182.410034,1166.630005,1169.050049,1169.050049,0
1994-09-13,1167.900024,1170.930054,1163.959961,1169.109985,1169.109985,0
1994-09-14,1175.709961,1182.290039,1173.839966,1173.839966,1173.839966,0
1994-09-15,1174.959961,1179.719971,1174.739990,1176.060059,1176.060059,0
1994-09-16,1180.589966,1186.430054,1180.589966,1185.270020,1185.270020,0
1994-09-19,1187.770020,1189.599976,1177.380005,1180.660034,1180.660034,0
1994-09-20,1182.010010,1185.650024,1177.020020,1185.650024,1185.650024,0
1994-09-21,1183.250000,1192.459961,1183.250000,1191.140015,1191.140015,0
1994-09-22,1194.479980,1194.479980,1178.150024,1179.880005,1179.880005,0
1994-09-23,1178.140015,1180.339966,1166.030029,1170.319946,1170.319946,0
1994-09-26,1171.729980,1173.709961,1156.189941,1157.180054,1157.180054,0
1994-09-27,1159.099976,1159.099976,1149.599976,1149.599976,1149.599976,0
1994-09-28,1152.880005,1158.880005,1140.829956,1140.829956,1140.829956,0
1994-09-29,1142.969971,1145.089966,1133.680054,1133.680054,1133.680054,0
1994-09-30,1131.079956,1132.550049,1123.140015,1129.760010,1129.760010,0
1994-10-03,1133.479980,1136.630005,1127.349976,1127.349976,1127.349976,0
1994-10-04,1126.339966,1127.510010,1122.160034,1125.660034,1125.660034,0
1994-10-05,1124.619995,1143.469971,1124.619995,1134.520020,1134.520020,0
1994-10-06,1136.300049,1145.949951,1136.300049,1143.430054,1143.430054,0
1994-10-07,1145.180054,1145.180054,1122.329956,1122.329956,1122.329956,0
1994-10-10,1117.410034,1117.410034,1097.339966,1110.119995,1110.119995,0
1994-10-11,1117.939941,1134.099976,1117.939941,1128.290039,1128.290039,0
1994-10-12,1136.599976,1143.160034,1136.599976,1137.000000,1137.000000,0
1994-10-13,1137.819946,1139.150024,1132.560059,1135.670044,1135.670044,0
1994-10-14,1138.489990,1138.489990,1128.449951,1128.449951,1128.449951,0
1994-10-17,1131.569946,1136.849976,1126.119995,1126.119995,1126.119995,0
1994-10-18,1126.479980,1128.469971,1117.910034,1118.739990,1118.739990,0
1994-10-19,1119.420044,1123.699951,1116.069946,1118.859985,1118.859985,0
1994-10-20,1120.709961,1126.569946,1120.349976,1124.390015,1124.390015,0
1994-10-21,1124.209961,1124.209961,1114.420044,1114.420044,1114.420044,0
1994-10-24,1115.390015,1117.040039,1107.359985,1109.069946,1109.069946,0
1994-10-25,1108.180054,1108.180054,1099.790039,1102.229980,1102.229980,0
1994-10-26,1103.550049,1112.400024,1103.550049,1105.540039,1105.540039,0
1994-10-27,1105.040039,1105.229980,1100.699951,1101.739990,1101.739990,0
1994-10-28,1104.459961,1119.140015,1104.459961,1113.040039,1113.040039,0
1994-10-31,1122.189941,1122.719971,1105.609985,1108.849976,1108.849976,0
1994-11-01,1107.930054,1107.930054,1087.729980,1093.579956,1093.579956,0
1994-11-02,null,null,null,null,null,null
1994-11-03,1091.079956,1091.079956,1066.459961,1066.459961,1066.459961,0
1994-11-04,1069.219971,1082.250000,1069.219971,1074.410034,1074.410034,0
1994-11-07,1076.010010,1077.520020,1058.180054,1070.140015,1070.140015,0
1994-11-08,1070.670044,1070.670044,1050.130005,1057.959961,1057.959961,0
1994-11-09,1058.489990,1058.760010,1051.150024,1051.510010,1051.510010,0
1994-11-10,1051.280029,1051.280029,1030.849976,1030.849976,1030.849976,0
1994-11-11,1030.750000,1030.790039,1025.489990,1029.869995,1029.869995,0
1994-11-14,1030.770020,1044.310059,1030.560059,1044.310059,1044.310059,0
1994-11-15,1050.079956,1069.739990,1050.079956,1069.739990,1069.739990,0
1994-11-16,1076.239990,1079.640015,1063.150024,1063.150024,1063.150024,0
1994-11-17,1063.849976,1063.949951,1051.709961,1052.479980,1052.479980,0
1994-11-18,1051.689941,1052.719971,1045.459961,1048.880005,1048.880005,0
1994-11-21,1048.290039,1049.670044,1042.420044,1045.380005,1045.380005,0
1994-11-22,1042.680054,1042.680054,1025.160034,1026.180054,1026.180054,0
1994-11-23,1010.820007,1010.900024,990.090027,1001.799988,1001.799988,0
1994-11-24,1007.739990,1016.650024,1005.679993,1007.539978,1007.539978,0
1994-11-25,1008.479980,1011.520020,1005.960022,1011.520020,1011.520020,0
1994-11-28,1015.239990,1017.210022,1005.229980,1005.229980,1005.229980,0
1994-11-29,1007.140015,1008.989990,1000.289978,1003.690002,1003.690002,0
1994-11-30,1003.109985,1013.130005,1002.159973,1013.130005,1013.130005,0
1994-12-01,1011.710022,1011.710022,986.130005,986.130005,986.130005,0
1994-12-02,986.059998,986.179993,973.500000,977.739990,977.739990,0
1994-12-05,979.770020,979.770020,960.530029,963.880005,963.880005,0
1994-12-06,963.450012,966.440002,953.679993,953.679993,953.679993,0
1994-12-07,954.609985,962.580017,951.239990,951.679993,951.679993,0
1994-12-08,949.820007,949.820007,925.340027,925.340027,925.340027,0
1994-12-09,916.169983,919.609985,900.570007,911.260010,911.260010,0
1994-12-12,910.539978,913.799988,893.940002,895.770020,895.770020,0
1994-12-13,897.960022,903.020020,897.559998,900.409973,900.409973,0
1994-12-14,901.559998,937.150024,901.559998,937.150024,937.150024,0
1994-12-15,945.549988,964.820007,945.549988,950.770020,950.770020,0
1994-12-16,950.789978,951.440002,934.119995,946.599976,946.599976,0
1994-12-19,953.270020,958.219971,951.039978,957.250000,957.250000,0
1994-12-20,956.510010,966.190002,949.830017,966.190002,966.190002,0
1994-12-21,965.739990,982.169983,965.739990,982.169983,982.169983,0
1994-12-22,987.500000,1003.609985,987.500000,994.340027,994.340027,0
1994-12-23,996.190002,996.190002,987.489990,988.869995,988.869995,0
1994-12-26,null,null,null,null,null,null
1994-12-27,990.630005,990.630005,984.979980,987.539978,987.539978,0
1994-12-28,987.599976,989.849976,975.969971,975.969971,975.969971,0
1994-12-29,976.659973,977.440002,967.140015,967.140015,967.140015,0
1994-12-30,967.799988,977.679993,967.799988,971.210022,971.210022,0
1995-01-02,null,null,null,null,null,null
1995-01-03,970.840027,977.640015,968.869995,969.700012,969.700012,0
1995-01-04,969.510010,969.510010,956.130005,957.809998,957.809998,0
1995-01-05,958.520020,965.890015,958.520020,965.890015,965.890015,0
1995-01-06,966.369995,966.510010,955.429993,955.429993,955.429993,0
1995-01-09,954.780029,954.780029,934.950012,937.049988,937.049988,0
1995-01-10,936.590027,936.590027,919.119995,923.380005,923.380005,0
1995-01-11,925.330017,929.580017,925.330017,925.500000,925.500000,0
1995-01-12,925.469971,925.469971,915.239990,915.239990,915.239990,0
1995-01-13,913.659973,913.659973,898.010010,898.500000,898.500000,0
1995-01-16,901.580017,918.440002,901.580017,910.750000,910.750000,0
1995-01-17,914.030029,928.250000,914.030029,926.760010,926.760010,0
1995-01-18,926.250000,926.250000,918.739990,918.739990,918.739990,0
1995-01-19,916.609985,916.609985,901.229980,901.719971,901.719971,0
1995-01-20,899.150024,899.150024,883.609985,885.130005,885.130005,0
1995-01-23,883.960022,883.960022,850.099976,850.099976,850.099976,0
1995-01-24,849.590027,850.500000,836.929993,840.869995,840.869995,0
1995-01-25,841.469971,874.320007,841.469971,870.750000,870.750000,0
1995-01-26,876.710022,888.580017,875.140015,877.359985,877.359985,0
1995-01-27,878.880005,883.289978,873.500000,883.289978,883.289978,0
1995-01-30,null,null,null,null,null,null
1995-01-31,null,null,null,null,null,null
1995-02-01,null,null,null,null,null,null
1995-02-02,null,null,null,null,null,null
1995-02-03,893.859985,933.020020,893.859985,927.260010,927.260010,0
1995-02-06,931.909973,971.960022,931.419983,971.960022,971.960022,0
1995-02-07,972.330017,985.190002,964.289978,975.580017,975.580017,0
1995-02-08,968.719971,968.719971,959.289978,964.750000,964.750000,0
1995-02-09,961.960022,978.039978,961.869995,971.030029,971.030029,0
1995-02-10,975.489990,982.260010,975.489990,980.380005,980.380005,0
1995-02-13,984.020020,992.750000,980.419983,980.419983,980.419983,0
1995-02-14,981.190002,982.479980,964.140015,972.989990,972.989990,0
1995-02-15,970.429993,979.729980,961.570007,979.280029,979.280029,0
1995-02-16,983.880005,1000.280029,983.880005,989.989990,989.989990,0
1995-02-17,988.469971,995.210022,985.549988,995.210022,995.210022,0
1995-02-20,997.919983,999.390015,986.500000,986.500000,986.500000,0
1995-02-21,985.960022,985.960022,968.739990,971.099976,971.099976,0
1995-02-22,970.140015,970.140015,939.940002,941.070007,941.070007,0
1995-02-23,944.489990,949.460022,940.179993,949.460022,949.460022,0
1995-02-24,960.440002,978.609985,960.440002,970.450012,970.450012,0
1995-02-27,956.179993,961.140015,946.719971,953.789978,953.789978,0
1995-02-28,955.830017,979.640015,955.830017,979.640015,979.640015,0
1995-03-01,null,null,null,null,null,null
1995-03-02,null,null,null,null,null,null
1995-03-03,null,null,null,null,null,null
1995-03-06,979.830017,979.830017,953.400024,953.400024,953.400024,0
1995-03-07,954.219971,954.219971,944.760010,947.229980,947.229980,0
1995-03-08,942.130005,942.130005,931.239990,935.049988,935.049988,0
1995-03-09,938.450012,951.210022,938.450012,951.210022,951.210022,0
1995-03-10,954.369995,954.369995,935.119995,935.119995,935.119995,0
1995-03-13,944.539978,944.539978,931.090027,932.020020,932.020020,0
1995-03-14,932.599976,932.599976,925.679993,929.710022,929.710022,0
1995-03-15,932.929993,941.859985,932.929993,937.320007,937.320007,0
1995-03-16,937.909973,943.880005,936.710022,943.880005,943.880005,0
1995-03-17,948.130005,960.429993,948.130005,960.429993,960.429993,0
1995-03-20,963.109985,969.929993,963.109985,969.349976,969.349976,0
1995-03-21,970.010010,970.010010,963.330017,964.840027,964.840027,0
1995-03-22,964.989990,966.780029,959.200012,959.200012,959.200012,0
1995-03-23,958.580017,958.580017,951.000000,957.049988,957.049988,0
1995-03-24,956.440002,957.900024,948.900024,957.900024,957.900024,0
1995-03-27,959.330017,959.330017,950.469971,952.739990,952.739990,0
1995-03-28,954.109985,966.909973,954.109985,964.750000,964.750000,0
1995-03-29,966.340027,989.780029,966.340027,987.710022,987.710022,0
1995-03-30,990.239990,991.020020,979.650024,979.650024,979.650024,0
1995-03-31,981.119995,985.169983,981.119995,983.099976,983.099976,0
1995-04-03,980.960022,980.960022,964.650024,966.309998,966.309998,0
1995-04-04,966.489990,974.030029,966.489990,974.030029,974.030029,0
1995-04-05,977.150024,998.789978,977.150024,998.789978,998.789978,0
1995-04-06,1002.239990,1002.239990,975.969971,978.719971,978.719971,0
1995-04-07,978.030029,978.030029,962.409973,967.289978,967.289978,0
1995-04-10,966.909973,966.909973,955.099976,956.030029,956.030029,0
1995-04-11,957.280029,957.280029,953.099976,956.280029,956.280029,0
1995-04-12,956.750000,967.390015,956.390015,966.010010,966.010010,0
1995-04-13,967.109985,967.109985,963.340027,963.340027,963.340027,0
1995-04-14,963.630005,968.099976,963.630005,965.969971,965.969971,0
1995-04-17,966.750000,966.750000,959.450012,962.630005,962.630005,0
1995-04-18,962.510010,965.099976,960.580017,964.299988,964.299988,0
1995-04-19,962.479980,964.039978,959.140015,963.820007,963.820007,0
1995-04-20,963.710022,963.710022,960.229980,962.640015,962.640015,0
1995-04-21,963.530029,977.840027,963.530029,977.840027,977.840027,0
1995-04-24,979.840027,984.710022,973.409973,975.049988,975.049988,0
1995-04-25,null,null,null,null,null,null
1995-04-26,977.059998,977.059998,956.210022,958.630005,958.630005,0
1995-04-27,957.469971,957.469971,939.789978,942.440002,942.440002,0
1995-04-28,942.179993,951.799988,942.099976,951.799988,951.799988,0
1995-05-01,null,null,null,null,null,null
1995-05-02,950.380005,951.840027,940.190002,944.570007,944.570007,0
1995-05-03,944.549988,950.679993,943.000000,950.679993,950.679993,0
1995-05-04,951.909973,955.830017,949.239990,951.380005,951.380005,0
1995-05-05,950.979980,956.479980,939.869995,956.440002,956.440002,0
1995-05-08,953.880005,957.989990,953.359985,957.820007,957.820007,0
1995-05-09,959.530029,961.520020,948.590027,951.359985,951.359985,0
1995-05-10,null,null,null,null,null,null
1995-05-11,953.859985,1001.030029,953.859985,1000.530029,1000.530029,0
1995-05-12,1008.900024,1023.320007,1006.260010,1013.940002,1013.940002,0
1995-05-15,null,null,null,null,null,null
1995-05-16,1017.799988,1036.060059,1017.580017,1036.060059,1036.060059,0
1995-05-17,1033.560059,1034.160034,1015.809998,1016.820007,1016.820007,0
1995-05-18,1015.710022,1019.280029,998.940002,1019.280029,1019.280029,0
1995-05-19,1009.739990,1011.619995,1004.390015,1011.619995,1011.619995,0
1995-05-22,1011.390015,1011.390015,1002.960022,1009.460022,1009.460022,0
1995-05-23,1012.260010,1026.979980,1012.260010,1024.910034,1024.910034,0
1995-05-24,1029.760010,1040.040039,1023.950012,1026.750000,1026.750000,0
1995-05-25,1025.739990,1039.709961,1024.020020,1039.709961,1039.709961,0
1995-05-26,1038.630005,1049.689941,1038.630005,1047.569946,1047.569946,0
1995-05-29,1047.219971,1050.050049,1043.400024,1043.479980,1043.479980,0
1995-05-30,1045.949951,1050.369995,1043.060059,1050.000000,1050.000000,0
1995-05-31,null,null,null,null,null,null
